Order, Family, Genus, Species_Count
Rosales,Rosaceae,Cormus,1
Rosales,Rosaceae,Peraphyllum,1
Rosales,Rosaceae,Malacomeles,4
Rosales,Rosaceae,Lindleya,1
Rosales,Rosaceae,Chamaemespilus,1
Rosales,Rosaceae,Photinia,72
Rosales,Rosaceae,Kageneckia,3
Rosales,Rosaceae,Aronia,8
Rosales,Rosaceae,Vauquelinia,11
Rosales,Rosaceae,Torminalis,1
Rosales,Rosaceae,Eriobotrya,31
Rosales,Rosaceae,Hesperomeles,12
Rosales,Rosaceae,Osteomeles,10
Rosales,Rosaceae,Chaenomeles,12
Rosales,Rosaceae,Stranvaesia,7
Rosales,Rosaceae,Pyracantha,11
Rosales,Rosaceae,Rhaphiolepis,22
Rosales,Rosaceae,Docyniopsis,1
Rosales,Rosaceae,Amelanchier,73
Rosales,Rosaceae,Cotoneaster,440
Rosales,Rosaceae,Chamaemeles,1
Rosales,Rosaceae,Sorbus,471
Rosales,Rosaceae,Docynia,3
Rosales,Rosaceae,Crataegus,387
Rosales,Rosaceae,Halmia,677
Rosales,Rosaceae,Heteromeles,1
Rosales,Rosaceae,Cydonia,14
Rosales,Rosaceae,x_Crataemespilus,1
Rosales,Rosaceae,Mespilus,46
Rosales,Rosaceae,Pentactina,1
Rosales,Rosaceae,Sibiraea,6
Rosales,Rosaceae,Petrophytum,7
Rosales,Rosaceae,Aruncus,10
Rosales,Rosaceae,Xerospiraea,1
Rosales,Rosaceae,Kelseya,1
Rosales,Rosaceae,Holodiscus,9
Rosales,Rosaceae,Luetkea,2
Rosales,Rosaceae,Eriogynia,1
Rosales,Rosaceae,Spiraea,307
Rosales,Rosaceae,Lyonothamnus,2
Rosales,Rosaceae,Gillenia,2
Rosales,Rosaceae,Eleutherocarpum,1
Rosales,Rosaceae,Hypargyrium,1
Rosales,Rosaceae,Padus,3
Rosales,Rosaceae,Comaropsis,1
Rosales,Rosaceae,Hartoghia,1
Rosales,Rosaceae,Dynamidium,2
Rosales,Rosaceae,Waldstenia,1
Rosales,Rosaceae,Prunus-lauro,1
Rosales,Rosaceae,Tormentilla,1
Rosales,Rosaceae,Ulmaria,1
Rosales,Rosaceae,Ribeirea,1
Rosales,Rosaceae,Lawea,1
Rosales,Rosaceae,Crepinia,56
Rosales,Rosaceae,Waldeckia,2
Rosales,Rosaceae,Hoogenia,1
Rosales,Rosaceae,Bossekia,1
Rosales,Rosaceae,Selnorition,1
Rosales,Rosaceae,Tridophyllum,9
Rosales,Rosaceae,Tegnacus,1
Rosales,Rosaceae,Oxyacantha,8
Rosales,Rosaceae,Choenomeles,3
Rosales,Rosaceae,Manteia,1
Rosales,Rosaceae,Sorbaronia,6
Rosales,Rosaceae,Vanquelinia,1
Rosales,Rosaceae,Pentaphyllum,2
Rosales,Rosaceae,Guatemala,1
Rosales,Rosaceae,Sinomalus,1
Rosales,Rosaceae,Llyonothamnus,1
Rosales,Rosaceae,Alcemilla,5
Rosales,Rosaceae,Smegmaria,2
Rosales,Rosaceae,Laggeria,1
Rosales,Rosaceae,Chavinia,9
Rosales,Rosaceae,Scheutzia,1
Rosales,Rosaceae,Hesperhodos,3
Rosales,Rosaceae,Cottetia,9
Rosales,Rosaceae,+Pyrocrataegus,1
Rosales,Rosaceae,Amonia,1
Rosales,Rosaceae,Bootia,3
Rosales,Rosaceae,Cumbata,2
Rosales,Rosaceae,Staphylorhodos,1
Rosales,Rosaceae,Leucoxyla,1
Rosales,Rosaceae,Pruneola,1
Rosales,Rosaceae,Pugetia,14
Rosales,Rosaceae,Eriolithis,1
Rosales,Rhamnaceae,Maesopsis,1
Rosales,Rhamnaceae,Siegfriedia,1
Rosales,Rhamnaceae,Polianthion,4
Rosales,Rhamnaceae,Blackallia,3
Rosales,Rhamnaceae,Trymalium,13
Rosales,Rhamnaceae,Papistylus,2
Rosales,Rhamnaceae,Pomaderris,83
Rosales,Rhamnaceae,Spyridium,46
Rosales,Rhamnaceae,Stenanthemum,10
Rosales,Rhamnaceae,Serichonus,19
Rosales,Rhamnaceae,Cryptandra,60
Rosales,Rhamnaceae,Granitites,1
Rosales,Rhamnaceae,Ventilago,41
Rosales,Rhamnaceae,Discaria,10
Rosales,Rhamnaceae,Retanilla,5
Rosales,Rhamnaceae,Colletia,4
Rosales,Rhamnaceae,Trevoa,4
Rosales,Rhamnaceae,Kentrothamnus,1
Rosales,Rhamnaceae,Adolphia,2
Rosales,Rhamnaceae,Ziziphus,127
Rosales,Rhamnaceae,Hovenia,4
Rosales,Rhamnaceae,Paliurus,10
Rosales,Rhamnaceae,Gouania,73
Rosales,Rhamnaceae,Crumenaria,5
Rosales,Rhamnaceae,Helinus,4
Rosales,Rhamnaceae,Pleuranthodes,1
Rosales,Rhamnaceae,Reissekia,1
Rosales,Rhamnaceae,Dallachya,1
Rosales,Rhamnaceae,Krugiodendron,2
Rosales,Rhamnaceae,Sageretia,33
Rosales,Rhamnaceae,Karwinskia,20
Rosales,Rhamnaceae,Rhamnus,198
Rosales,Rhamnaceae,Reynosia,19
Rosales,Rhamnaceae,Condalia,21
Rosales,Rhamnaceae,Frangula,53
Rosales,Rhamnaceae,Scutia,6
Rosales,Rhamnaceae,Berchemia,40
Rosales,Rhamnaceae,Berchemiella,2
Rosales,Rhamnaceae,Rhamnidium,12
Rosales,Rhamnaceae,Rhamnella,10
Rosales,Rhamnaceae,Doerpfeldia,1
Rosales,Rhamnaceae,Bathiorhamnus,7
Rosales,Rhamnaceae,Ampelozizyphus,2
Rosales,Rhamnaceae,Nesiota,1
Rosales,Rhamnaceae,Trichocephalus,1
Rosales,Rhamnaceae,Noltea,1
Rosales,Rhamnaceae,Phylica,150
Rosales,Rhamnaceae,Emmenosperma,5
Rosales,Rhamnaceae,Ceanothus,90
Rosales,Rhamnaceae,Colubrina,40
Rosales,Rhamnaceae,Alphitonia,19
Rosales,Rhamnaceae,Schistocarpaea,1
Rosales,Rhamnaceae,Lasiodiscus,12
Rosales,Rhamnaceae,Jaffrea,2
Rosales,Rhamnaceae,Rhamnacinium,1
Rosales,Rhamnaceae,Johnstonalia,1
Rosales,Rhamnaceae,Auerodendron,10
Rosales,Rhamnaceae,Lupulus,1
Rosales,Rhamnaceae,Berhamniphyllum,1
Rosales,Rhamnaceae,Alaternus,1
Rosales,Rhamnaceae,Araracuara,1
Rosales,Rhamnaceae,Zizyphoides,1
Rosales,Rhamnaceae,Alvimiantha,1
Rosales,Rhamnaceae,Rhamnites,3
Rosales,Rhamnaceae,Smythea,8
Rosales,Rhamnaceae,Ochetophila,2
Rosales,Urticaceae,Myrianthus,8
Rosales,Urticaceae,Parietaria,26
Rosales,Urticaceae,Debregeasia,10
Rosales,Urticaceae,Neodistemon,1
Rosales,Urticaceae,Touchardia,1
Rosales,Urticaceae,Archiboehmeria,1
Rosales,Urticaceae,Laportea,41
Rosales,Urticaceae,Nanocnide,2
Rosales,Urticaceae,Neraudia,5
Rosales,Urticaceae,Pellionia,79
Rosales,Urticaceae,Oreocnide,16
Rosales,Urticaceae,Leucosyke,33
Rosales,Urticaceae,Maoutia,10
Rosales,Urticaceae,Cecropia,61
Rosales,Urticaceae,Zhengyia,1
Rosales,Urticaceae,Gonostegia,3
Rosales,Urticaceae,Obetia,6
Rosales,Urticaceae,Girardinia,4
Rosales,Urticaceae,Lecanthus,3
Rosales,Urticaceae,Hesperocnide,2
Rosales,Urticaceae,Hemistylus,5
Rosales,Urticaceae,Sarcopilea,1
Rosales,Urticaceae,Boehmeria,75
Rosales,Urticaceae,Procris,25
Rosales,Urticaceae,Pipturus,33
Rosales,Urticaceae,Astrothalamus,1
Rosales,Urticaceae,Didymodoxa,2
Rosales,Urticaceae,Musanga,2
Rosales,Urticaceae,Sarcochlamys,1
Rosales,Urticaceae,Coussapoa,49
Rosales,Urticaceae,Urtica,120
Rosales,Urticaceae,Cypholophus,35
Rosales,Urticaceae,Urera,48
Rosales,Urticaceae,Poikilospermum,30
Rosales,Urticaceae,Pourouma,32
Rosales,Urticaceae,Droguetia,7
Rosales,Urticaceae,Gesnouinia,2
Rosales,Urticaceae,Elatostema,581
Rosales,Urticaceae,Soleirolia,1
Rosales,Urticaceae,Dendrocnide,40
Rosales,Urticaceae,Discocnide,1
Rosales,Urticaceae,Chamabainia,2
Rosales,Urticaceae,Rousselia,5
Rosales,Urticaceae,Forsskaolea,7
Rosales,Urticaceae,Pilea,590
Rosales,Urticaceae,Phenax,31
Rosales,Urticaceae,Myriocarpa,15
Rosales,Urticaceae,Australina,3
Rosales,Urticaceae,Pouzolzia,59
Rosales,Urticaceae,Nothocnide,4
Rosales,Urticaceae,Gyrotaenia,5
Rosales,Urticaceae,Freirea,1
Rosales,Urticaceae,Elkania,1
Rosales,Urticaceae,Collotapalus,1
Rosales,Urticaceae,Parsana,1
Rosales,Urticaceae,Duretia,1
Rosales,Urticaceae,Adicea,6
Rosales,Urticaceae,Tramoia,1
Rosales,Urticaceae,Haroldiella,2
Rosales,Urticaceae,Petelotiella,1
Rosales,Urticaceae,Gibbsia,2
Rosales,Elaeagnaceae,Elaeagnus,106
Rosales,Elaeagnaceae,Hippophae,7
Rosales,Elaeagnaceae,Shepherdia,3
Rosales,Ulmaceae,Barbeya,1
Rosales,Ulmaceae,Holoptelea,2
Rosales,Ulmaceae,Phyllostylon,4
Rosales,Ulmaceae,Ampelocera,11
Rosales,Ulmaceae,Ulmus,72
Rosales,Ulmaceae,Hemiptelea,1
Rosales,Ulmaceae,Chaetachme,4
Rosales,Ulmaceae,Planera,2
Rosales,Ulmaceae,Zelkova,8
Rosales,Ulmaceae,Abelicea,1
Rosales,Ulmaceae,Ulmites,1
Rosales,Ulmaceae,Scottoxylon,1
Oxalidales,Cephalotaceae,Citrophyllum,1
Oxalidales,Connaraceae,Cephalotus,1
Oxalidales,Connaraceae,Byrsocarpus,1
Oxalidales,Connaraceae,Ellipanthus,7
Oxalidales,Connaraceae,Connarus,109
Oxalidales,Connaraceae,Agelaea,9
Oxalidales,Connaraceae,Rourea,81
Oxalidales,Connaraceae,Jollydora,4
Oxalidales,Connaraceae,Cnestidium,2
Oxalidales,Connaraceae,Cnestis,18
Oxalidales,Connaraceae,Castanola,1
Oxalidales,Connaraceae,Pseudoconnarus,7
Oxalidales,Connaraceae,Hemandradenia,2
Oxalidales,Connaraceae,Vismianthus,2
Oxalidales,Connaraceae,Spondioides,1
Oxalidales,Connaraceae,Manotes,5
Oxalidales,Connaraceae,Burttia,1
Oxalidales,Cunoniaceae,Pancheria,28
Oxalidales,Cunoniaceae,Lamanonia,5
Oxalidales,Cunoniaceae,Eucryphia,15
Oxalidales,Cunoniaceae,Callicoma,2
Oxalidales,Cunoniaceae,Cunonia,26
Oxalidales,Cunoniaceae,Ceratopetalum,9
Oxalidales,Cunoniaceae,Weinmannia,155
Oxalidales,Cunoniaceae,Bauera,7
Oxalidales,Cunoniaceae,Spiraeopsis,6
Oxalidales,Cunoniaceae,Ackama,4
Oxalidales,Cunoniaceae,Davidsonia,3
Oxalidales,Cunoniaceae,Platylophus,1
Oxalidales,Cunoniaceae,Geissois,20
Oxalidales,Cunoniaceae,Opocunonia,2
Oxalidales,Cunoniaceae,Hooglandia,1
Oxalidales,Cunoniaceae,Gillbeea,3
Oxalidales,Cunoniaceae,Pseudoweinmannia,2
Oxalidales,Cunoniaceae,Spiraeanthemum,21
Oxalidales,Cunoniaceae,Schizomeria,10
Oxalidales,Cunoniaceae,Codia,16
Oxalidales,Cunoniaceae,Karrabina,2
Oxalidales,Cunoniaceae,Vesselowskya,2
Oxalidales,Cunoniaceae,Acrophyllum,1
Oxalidales,Cunoniaceae,Anodopetalum,1
Oxalidales,Cunoniaceae,Caldcluvia,2
Oxalidales,Cunoniaceae,Pullea,3
Oxalidales,Cunoniaceae,Aistopetalum,2
Oxalidales,Cunoniaceae,Eucryphiaceoxylon,1
Oxalidales,Cunoniaceae,Weinmannioxylon,3
Oxalidales,Oxalidaceae,Oxalis,633
Oxalidales,Oxalidaceae,Averrhoa,4
Oxalidales,Oxalidaceae,Sarcotheca,12
Oxalidales,Oxalidaceae,Biophytum,76
Oxalidales,Oxalidaceae,Dapania,3
Oxalidales,Oxalidaceae,Averrhoites,1
Oxalidales,Huaceae,Hua,2
Oxalidales,Brunelliaceae,Afrostyrax,3
Oxalidales,Elaeocarpaceae,Brunellia,58
Oxalidales,Elaeocarpaceae,Sericolea,25
Oxalidales,Elaeocarpaceae,Tremandra,2
Oxalidales,Elaeocarpaceae,Aceratium,19
Oxalidales,Elaeocarpaceae,Sloanea,185
Oxalidales,Elaeocarpaceae,Tetratheca,51
Oxalidales,Elaeocarpaceae,Peripentadenia,2
Oxalidales,Elaeocarpaceae,Vallea,2
Oxalidales,Elaeocarpaceae,Dubouzetia,11
Oxalidales,Elaeocarpaceae,Platytheca,4
Oxalidales,Elaeocarpaceae,Elaeocarpus,481
Oxalidales,Elaeocarpaceae,Crinodendron,5
Oxalidales,Elaeocarpaceae,Aristotelia,8
Oxalidales,Elaeocarpaceae,Craspedum,1
Oxalidales,Elaeocarpaceae,Elaeocarpoxylon,1
Saxifragales,Daphniphyllaceae,Aphanopetalum,2
Saxifragales,Peridiscaceae,Daphniphyllum,31
Saxifragales,Peridiscaceae,Peridiscus,1
Saxifragales,Peridiscaceae,Soyauxia,6
Saxifragales,Peridiscaceae,Whittonia,1
Saxifragales,Cynomoriaceae,Medusandra,2
Saxifragales,Altingiaceae,Cynomorium,3
Saxifragales,Altingiaceae,Altingia,8
Saxifragales,Grossulariaceae,Liquidambar,9
Saxifragales,Grossulariaceae,Ribes,241
Saxifragales,Iteaceae,Grossularia,3
Saxifragales,Iteaceae,Itea,21
Saxifragales,Iteaceae,Pterostemon,3
Saxifragales,Iteaceae,Choristylis,1
Saxifragales,Crassulaceae,Thompsonella,7
Saxifragales,Crassulaceae,Graptopetalum,21
Saxifragales,Crassulaceae,Sempervivum,77
Saxifragales,Crassulaceae,Orostachys,17
Saxifragales,Crassulaceae,Bryophyllum,1
Saxifragales,Crassulaceae,Hylotelephium,30
Saxifragales,Crassulaceae,Adromischus,30
Saxifragales,Crassulaceae,Sempervivella,1
Saxifragales,Crassulaceae,Prometheum,7
Saxifragales,Crassulaceae,Cremnophila,2
Saxifragales,Crassulaceae,Aeonium,96
Saxifragales,Crassulaceae,Sedum,490
Saxifragales,Crassulaceae,Pistorinia,7
Saxifragales,Crassulaceae,Petrosedum,4
Saxifragales,Crassulaceae,Jovibarba,2
Saxifragales,Crassulaceae,Rosularia,24
Saxifragales,Crassulaceae,Sinocrassula,10
Saxifragales,Crassulaceae,Aichryson,22
Saxifragales,Crassulaceae,Telmissa,1
Saxifragales,Crassulaceae,Monanthes,22
Saxifragales,Crassulaceae,Tylecodon,49
Saxifragales,Crassulaceae,Pachyphytum,21
Saxifragales,Crassulaceae,Dudleya,58
Saxifragales,Crassulaceae,Phedimus,10
Saxifragales,Crassulaceae,Echeveria,186
Saxifragales,Crassulaceae,Villadia,27
Saxifragales,Crassulaceae,Lenophyllum,9
Saxifragales,Crassulaceae,Aizopsis,4
Saxifragales,Crassulaceae,Sedella,4
Saxifragales,Crassulaceae,Rhodiola,82
Saxifragales,Crassulaceae,Crassula,239
Saxifragales,Crassulaceae,Greenovia,4
Saxifragales,Crassulaceae,Umbilicus,16
Saxifragales,Crassulaceae,Tacitus,1
Saxifragales,Crassulaceae,Kitchingia,1
Saxifragales,Crassulaceae,Kalanchoe,158
Saxifragales,Crassulaceae,Pseudosedum,13
Saxifragales,Crassulaceae,Cotyledon,42
Saxifragales,Crassulaceae,Meterostachys,1
Saxifragales,Crassulaceae,Disporocarpa,1
Saxifragales,Crassulaceae,Perrierosedum,1
Saxifragales,Crassulaceae,Greenonia,4
Saxifragales,Crassulaceae,Hypagophytum,1
Saxifragales,Crassulaceae,Bulliarda,1
Saxifragales,Crassulaceae,Tolmachevia,1
Saxifragales,Crassulaceae,Bulliardia,2
Saxifragales,Crassulaceae,Pachyveria,1
Saxifragales,Crassulaceae,Afrovivella,2
Saxifragales,Paeoniaceae,Tetracarpaea,1
Saxifragales,Cercidiphyllaceae,Paeonia,66
Saxifragales,Cercidiphyllaceae,Cercidiphyllum,4
Saxifragales,Hamamelidaceae,Penthorum,2
Saxifragales,Hamamelidaceae,Sycopsis,2
Saxifragales,Hamamelidaceae,Corylopsis,30
Saxifragales,Hamamelidaceae,Distylium,15
Saxifragales,Hamamelidaceae,Distyliopsis,6
Saxifragales,Hamamelidaceae,Dicoryphe,13
Saxifragales,Hamamelidaceae,Ostrearia,2
Saxifragales,Hamamelidaceae,Parrotiopsis,1
Saxifragales,Hamamelidaceae,Trichocladus,4
Saxifragales,Hamamelidaceae,Mytilaria,2
Saxifragales,Hamamelidaceae,Noahdendron,1
Saxifragales,Hamamelidaceae,Fothergilla,6
Saxifragales,Hamamelidaceae,Fortunearia,1
Saxifragales,Hamamelidaceae,Chunia,1
Saxifragales,Hamamelidaceae,Exbucklandia,3
Saxifragales,Hamamelidaceae,Disanthus,1
Saxifragales,Hamamelidaceae,Molinadendron,2
Saxifragales,Hamamelidaceae,Maingaya,1
Saxifragales,Hamamelidaceae,Semiliquidambar,3
Saxifragales,Hamamelidaceae,Loropetalum,3
Saxifragales,Hamamelidaceae,Sinowilsonia,2
Saxifragales,Hamamelidaceae,Eustigma,3
Saxifragales,Hamamelidaceae,Neostrearia,1
Saxifragales,Hamamelidaceae,Parrotia,3
Saxifragales,Hamamelidaceae,Matudaea,2
Saxifragales,Hamamelidaceae,Hamamelis,7
Saxifragales,Hamamelidaceae,Rhodoleia,6
Saxifragales,Hamamelidaceae,Embolanthera,1
Saxifragales,Hamamelidaceae,Hamamelidoxylon,1
Saxifragales,Hamamelidaceae,Microaltingia,1
Saxifragales,Hamamelidaceae,Androdecidua,1
Saxifragales,Hamamelidaceae,Hamamelites,2
Saxifragales,Haloragaceae,Meionectes,2
Saxifragales,Haloragaceae,Myriophyllum,76
Saxifragales,Haloragaceae,Meziella,1
Saxifragales,Haloragaceae,Laurembergia,11
Saxifragales,Haloragaceae,Haloragodendron,6
Saxifragales,Haloragaceae,Haloragis,36
Saxifragales,Haloragaceae,Gonocarpus,44
Saxifragales,Haloragaceae,Glischrocaryon,4
Saxifragales,Haloragaceae,Trihaloragis,1
Saxifragales,Haloragaceae,Proserpinaca,3
Saxifragales,Haloragaceae,Halorrhagis,8
Saxifragales,Haloragaceae,Goniocarpus,11
Saxifragales,Haloragaceae,Wilsonipites,2
Saxifragales,Saxifragaceae,Saxifragopsis,1
Saxifragales,Saxifragaceae,Cascadia,1
Saxifragales,Saxifragaceae,Micranthes,83
Saxifragales,Saxifragaceae,Bolandra,2
Saxifragales,Saxifragaceae,Suksdorfia,3
Saxifragales,Saxifragaceae,Saxifraga,619
Saxifragales,Saxifragaceae,Chrysosplenium,84
Saxifragales,Saxifragaceae,Bensoniella,2
Saxifragales,Saxifragaceae,Rodgersia,5
Saxifragales,Saxifragaceae,Telesonix,2
Saxifragales,Saxifragaceae,Jepsonia,3
Saxifragales,Saxifragaceae,Elmera,1
Saxifragales,Saxifragaceae,Tolmiea,2
Saxifragales,Saxifragaceae,Peltoboykinia,2
Saxifragales,Saxifragaceae,Mukdenia,2
Saxifragales,Saxifragaceae,Tiarella,3
Saxifragales,Saxifragaceae,Conimitella,1
Saxifragales,Saxifragaceae,Sullivantia,5
Saxifragales,Saxifragaceae,Saxifragella,1
Saxifragales,Saxifragaceae,Boykinia,11
Saxifragales,Saxifragaceae,Lithophragma,15
Saxifragales,Saxifragaceae,Heuchera,57
Saxifragales,Saxifragaceae,Bergenia,13
Saxifragales,Saxifragaceae,Fendlera,5
Saxifragales,Saxifragaceae,Astilbe,37
Saxifragales,Saxifragaceae,Oresitrophe,1
Saxifragales,Saxifragaceae,Mitella,24
Saxifragales,Saxifragaceae,Darmera,1
Saxifragales,Saxifragaceae,Tellima,3
Saxifragales,Saxifragaceae,Tanakaea,1
Saxifragales,Saxifragaceae,Leptarrhena,1
Saxifragales,Saxifragaceae,Saniculiphyllum,1
Saxifragales,Saxifragaceae,Astilboides,1
Saxifragales,Saxifragaceae,Argophyllites,1
Saxifragales,Saxifragaceae,Geryonia,1
Saxifragales,Saxifragaceae,Muscaria,1
Saxifragales,Saxifragaceae,Evaiezoa,1
Saxifragales,Saxifragaceae,Hydatica,1
Saxifragales,Saxifragaceae,Hydrangeiphyllum,1
Saxifragales,Saxifragaceae,Panke,1
Saxifragales,Saxifragaceae,Hirculus,6
Saxifragales,Saxifragaceae,Distomanthera,1
Saxifragales,Saxifragaceae,Leptasea,1
Saxifragales,Saxifragaceae,Rupifraga,1
Saxifragales,Saxifragaceae,Brachycaulos,1
Saxifragales,Saxifragaceae,Sullivantea,1
Saxifragales,Saxifragaceae,Holochloa,1
Saxifragales,Saxifragaceae,Therofon,1
Vitales,Vitaceae,Leea,44
Vitales,Vitaceae,Nekemias,7
Vitales,Vitaceae,Cyphostemma,251
Vitales,Vitaceae,Ampelopsis,29
Vitales,Vitaceae,Parthenocissus,19
Vitales,Vitaceae,Vitis,149
Vitales,Vitaceae,Nothocissus,2
Vitales,Vitaceae,Tetrastigma,149
Vitales,Vitaceae,Ampelocissus,95
Vitales,Vitaceae,Pterisanthes,25
Vitales,Vitaceae,Cissus,302
Vitales,Vitaceae,Clematicissus,4
Vitales,Vitaceae,Rhoicissus,11
Vitales,Vitaceae,Yua,4
Vitales,Vitaceae,Cayratia,64
